d_week_seq1,rnd1,rnd2,rnd3,rnd4,rnd5,rnd6,rnd7
5270,3.32,1.8,1.94,1.51,3.47,3.36,3.53
5270,3.32,1.8,1.94,1.51,3.47,3.36,3.53
5270,3.32,1.8,1.94,1.51,3.47,3.36,3.53
5270,3.32,1.8,1.94,1.51,3.47,3.36,3.53
5270,3.32,1.8,1.94,1.51,3.47,3.36,3.53
5270,3.32,1.8,1.94,1.51,3.47,3.36,3.53
5270,3.32,1.8,1.94,1.51,3.47,3.36,3.53
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5271,1.0,0.99,1.06,1.0,1.06,1.05,1.04
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5272,0.99,1.04,1.03,0.98,1.02,0.98,1.01
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5273,1.02,1.05,0.93,1.0,1.02,1.0,0.95
5274,0.93,1.07,1.09,1.0,1.04,1.03,1.03
5274,0.93,1.07,1.09,1.0,1.04,1.03,1.03
5274,0.93,1.07,1.09,1.0,1.04,1.03,1.03
5274,0.93,1.07,1.09,1.0,1.04,1.03,1.03
5274,0.93,1.07,1.09,1.0,1.04,1.03,1.03
5274,0.93,1.07,1.09,1.0,1.04,1.03,1.03
5274,0.93,1.07,1.09,1.0,1.04,1.03,1.03
5274,0.93,1.07,1.09,1.0,1.04,1.03,1.03
5274,0.93,1.07,1.09,1.0,1.04,1.03,1.03
5274,0.93,1.07,1.09,1.0,1.04,1.03,1.03
5274,0.93,1.07,1.09,1.0,1.04,1.03,1.03
5274,0.93,1.07,1.09,1.0,1.04,1.03,1.03
5274,0.93,1.07,1.09,1.0,1.04,1.03,1.03
5274,0.93,1.07,1.09,1.0,1.04,1.03,1.03
5274,0.93,1.07,1.09,1.0,1.04,1.03,1.03
5274,0.93,1.07,1.09,1.0,1.04,1.03,1.03
5274,0.93,1.07,1.09,1.0,1.04,1.03,1.03
