channel,id,profit,returns,sales
catalog channel,catalog_pageAAAAAAAAAAABAAAA,-19142.66,36748.28,0.0
catalog channel,catalog_pageAAAAAAAAAABBAAAA,-1197.95,2709.08,0.0
catalog channel,catalog_pageAAAAAAAAAACBAAAA,-2367.21,4132.56,0.0
catalog channel,catalog_pageAAAAAAAAAADBAAAA,-59912.58,3256.68,619059.34
catalog channel,catalog_pageAAAAAAAAABABAAAA,-242977.84,15220.01,1837271.51
catalog channel,catalog_pageAAAAAAAAABBBAAAA,-1051.98,2484.53,0.0
catalog channel,catalog_pageAAAAAAAAABDBAAAA,-42057.06,0.0,545461.48
catalog channel,catalog_pageAAAAAAAAACABAAAA,-195077.74,15719.08,1872242.78
catalog channel,catalog_pageAAAAAAAAACBBAAAA,-2838.71,5178.36,0.0
catalog channel,catalog_pageAAAAAAAAACDBAAAA,-71658.51,0.0,252432.16
catalog channel,catalog_pageAAAAAAAAADABAAAA,-196555.09,2641.7,1791716.94
catalog channel,catalog_pageAAAAAAAAADCBAAAA,-1404.27,3743.32,0.0
catalog channel,catalog_pageAAAAAAAAADDBAAAA,-43317.32,0.0,307508.82
catalog channel,catalog_pageAAAAAAAAAEABAAAA,-204471.57,27591.08,1815512.29
catalog channel,catalog_pageAAAAAAAAAEBBAAAA,-45.89,129.4,0.0
catalog channel,catalog_pageAAAAAAAAAECBAAAA,-109.63,525.96,0.0
catalog channel,catalog_pageAAAAAAAAAEDBAAAA,-87896.36,0.0,351967.02
catalog channel,catalog_pageAAAAAAAAAEIAAAAA,-348.96,649.39,0.0
catalog channel,catalog_pageAAAAAAAAAEJAAAAA,-12.97,58.38,0.0
catalog channel,catalog_pageAAAAAAAAAFABAAAA,-90952.51,27274.37,1621437.96
catalog channel,catalog_pageAAAAAAAAAFBBAAAA,-99.83,691.68,0.0
catalog channel,catalog_pageAAAAAAAAAFCBAAAA,-1469.92,4342.47,0.0
catalog channel,catalog_pageAAAAAAAAAFDBAAAA,-33145.83,0.0,307226.12
catalog channel,catalog_pageAAAAAAAAAFIAAAAA,-719.51,1077.0,0.0
catalog channel,catalog_pageAAAAAAAAAFJAAAAA,-1329.51,2783.34,0.0
catalog channel,catalog_pageAAAAAAAAAGABAAAA,-220444.8,10305.22,1755654.55
catalog channel,catalog_pageAAAAAAAAAGBBAAAA,-3842.99,8503.44,0.0
catalog channel,catalog_pageAAAAAAAAAGCBAAAA,-140.13,717.2,0.0
catalog channel,catalog_pageAAAAAAAAAGDBAAAA,-49389.37,0.0,222152.39
catalog channel,catalog_pageAAAAAAAAAGIAAAAA,-696.17,1502.25,0.0
catalog channel,catalog_pageAAAAAAAAAGJAAAAA,-113.34,16.98,0.0
catalog channel,catalog_pageAAAAAAAAAHABAAAA,-209788.78,26572.18,1761913.55
catalog channel,catalog_pageAAAAAAAAAHBBAAAA,-1435.72,2059.26,0.0
catalog channel,catalog_pageAAAAAAAAAHCBAAAA,-5347.05,1472.0,0.0
catalog channel,catalog_pageAAAAAAAAAHDBAAAA,-50072.11,0.0,250693.82
catalog channel,catalog_pageAAAAAAAAAHJAAAAA,-755.56,589.87,0.0
catalog channel,catalog_pageAAAAAAAAAIABAAAA,-119088.99,14799.05,905796.37
catalog channel,catalog_pageAAAAAAAAAIBBAAAA,-2830.99,10624.16,0.0
catalog channel,catalog_pageAAAAAAAAAIDBAAAA,-13058.55,0.0,324578.7
catalog channel,catalog_pageAAAAAAAAAIIAAAAA,-2221.45,1605.12,0.0
catalog channel,catalog_pageAAAAAAAAAJABAAAA,-114240.83,569.9,940251.8
catalog channel,catalog_pageAAAAAAAAAJBBAAAA,-8241.52,6309.54,0.0
catalog channel,catalog_pageAAAAAAAAAJIAAAAA,-2866.46,7081.03,0.0
catalog channel,catalog_pageAAAAAAAAAKABAAAA,-90114.94,6169.53,776931.18
catalog channel,catalog_pageAAAAAAAAAKCBAAAA,-686.7,738.08,0.0
catalog channel,catalog_pageAAAAAAAAAKIAAAAA,-3751.33,5031.37,0.0
catalog channel,catalog_pageAAAAAAAAAKMAAAAA,-325.15,1483.76,0.0
catalog channel,catalog_pageAAAAAAAAAKPAAAAA,-20325.44,42910.64,0.0
catalog channel,catalog_pageAAAAAAAAALABAAAA,-173067.68,2797.87,807944.24
catalog channel,catalog_pageAAAAAAAAALBBAAAA,-333.89,2542.96,0.0
catalog channel,catalog_pageAAAAAAAAALCBAAAA,-56228.02,0.0,559821.98
catalog channel,catalog_pageAAAAAAAAALPAAAAA,-35681.42,52331.86,0.0
catalog channel,catalog_pageAAAAAAAAAMABAAAA,-58463.12,5250.52,914039.14
catalog channel,catalog_pageAAAAAAAAAMBBAAAA,-1487.5,892.7,0.0
catalog channel,catalog_pageAAAAAAAAAMCBAAAA,-26648.13,1544.53,584761.18
catalog channel,catalog_pageAAAAAAAAAMMAAAAA,-431.79,315.92,0.0
catalog channel,catalog_pageAAAAAAAAAMPAAAAA,-29044.38,67825.42,0.0
catalog channel,catalog_pageAAAAAAAAANABAAAA,-119674.39,0.0,969769.58
catalog channel,catalog_pageAAAAAAAAANBBAAAA,-3806.67,5859.44,0.0
catalog channel,catalog_pageAAAAAAAAANCBAAAA,-126304.11,3789.03,565935.6
catalog channel,catalog_pageAAAAAAAAANMAAAAA,-3459.95,5200.76,0.0
catalog channel,catalog_pageAAAAAAAAANPAAAAA,-22206.15,38305.15,0.0
catalog channel,catalog_pageAAAAAAAAAOABAAAA,-91824.83,761.43,950803.58
catalog channel,catalog_pageAAAAAAAAAOBBAAAA,-907.55,1457.59,0.0
catalog channel,catalog_pageAAAAAAAAAOCBAAAA,-68439.96,1322.78,589405.51
catalog channel,catalog_pageAAAAAAAAAOMAAAAA,-130.6,286.38,0.0
catalog channel,catalog_pageAAAAAAAAAOPAAAAA,-23968.57,42542.73,0.0
catalog channel,catalog_pageAAAAAAAAAPABAAAA,-271.45,219.8,0.0
catalog channel,catalog_pageAAAAAAAAAPCBAAAA,-47898.29,0.0,565015.37
catalog channel,catalog_pageAAAAAAAAAPMAAAAA,-261.42,503.79,0.0
catalog channel,catalog_pageAAAAAAAAAPPAAAAA,-12057.23,34452.33,0.0
catalog channel,catalog_pageAAAAAAAABAABAAAA,-24919.06,50181.81,0.0
catalog channel,catalog_pageAAAAAAAABABBAAAA,-4943.19,6567.32,0.0
catalog channel,catalog_pageAAAAAAAABACBAAAA,-394.35,479.01,0.0
catalog channel,catalog_pageAAAAAAAABADBAAAA,-98459.88,477.52,513561.09
catalog channel,catalog_pageAAAAAAAABANAAAAA,-175.99,188.58,0.0
catalog channel,catalog_pageAAAAAAAABBABAAAA,-226163.68,17800.6,1724519.79
catalog channel,catalog_pageAAAAAAAABBCBAAAA,-636.82,3612.94,0.0
catalog channel,catalog_pageAAAAAAAABBDBAAAA,-58918.97,0.0,634680.15
catalog channel,catalog_pageAAAAAAAABCABAAAA,-255372.92,21524.55,1805339.22
catalog channel,catalog_pageAAAAAAAABCBBAAAA,-832.66,2525.53,0.0
catalog channel,catalog_pageAAAAAAAABCCBAAAA,-4881.33,6970.7,0.0
catalog channel,catalog_pageAAAAAAAABCDBAAAA,-5995.73,0.0,309678.52
catalog channel,catalog_pageAAAAAAAABCJAAAAA,-51.53,62.4,0.0
catalog channel,catalog_pageAAAAAAAABDABAAAA,-239008.58,19265.61,1901649.38
catalog channel,catalog_pageAAAAAAAABDBBAAAA,-1068.94,3582.9,0.0
catalog channel,catalog_pageAAAAAAAABDDBAAAA,-5983.88,0.0,341422.69
catalog channel,catalog_pageAAAAAAAABDJAAAAA,-59.82,75.96,0.0
catalog channel,catalog_pageAAAAAAAABEABAAAA,-179292.46,6066.84,1657972.85
catalog channel,catalog_pageAAAAAAAABEBBAAAA,-1350.06,2128.41,0.0
catalog channel,catalog_pageAAAAAAAABECBAAAA,-373.17,635.4,0.0
catalog channel,catalog_pageAAAAAAAABEDBAAAA,-21440.36,0.0,378168.33
catalog channel,catalog_pageAAAAAAAABEIAAAAA,-186.08,411.47,0.0
catalog channel,catalog_pageAAAAAAAABFABAAAA,-315934.44,41554.72,1798472.98
catalog channel,catalog_pageAAAAAAAABFBBAAAA,-192.8,369.62,0.0
catalog channel,catalog_pageAAAAAAAABFDBAAAA,28116.03,0.0,379979.31
catalog channel,catalog_pageAAAAAAAABFJAAAAA,-2313.8,2475.33,0.0
catalog channel,catalog_pageAAAAAAAABGABAAAA,-187342.18,18512.63,1670024.59
catalog channel,catalog_pageAAAAAAAABGBBAAAA,-982.86,400.33,0.0
catalog channel,catalog_pageAAAAAAAABGCBAAAA,-188.76,45.75,0.0
