channel,id,profit,returns,sales
catalog channel,catalog_pageAAAAAAAAAADBAAAA,-294.07,0.0,25349.16
catalog channel,catalog_pageAAAAAAAAABABAAAA,-32598.49,14682.47,209015.98
catalog channel,catalog_pageAAAAAAAAABDBAAAA,-7967.7,2654.54,6258.87
catalog channel,catalog_pageAAAAAAAAACABAAAA,-38103.09,9462.56,188930.15
catalog channel,catalog_pageAAAAAAAAACDBAAAA,-22213.42,10626.19,57445.58
catalog channel,catalog_pageAAAAAAAAADABAAAA,-53021.2,42816.36,178542.76
catalog channel,catalog_pageAAAAAAAAADDBAAAA,-23144.45,6561.61,36876.71
catalog channel,catalog_pageAAAAAAAAAEABAAAA,-11138.59,10732.03,191892.87
catalog channel,catalog_pageAAAAAAAAAEDBAAAA,-12192.17,1150.53,40353.49
catalog channel,catalog_pageAAAAAAAAAFABAAAA,5831.16,5863.09,210829.8
catalog channel,catalog_pageAAAAAAAAAFDBAAAA,-4673.85,4824.08,76382.34
catalog channel,catalog_pageAAAAAAAAAGABAAAA,-50278.6,13634.32,238738.76
catalog channel,catalog_pageAAAAAAAAAGDBAAAA,3061.97,7157.2,70033.12
catalog channel,catalog_pageAAAAAAAAAHABAAAA,-29110.1,546.02,160349.05
catalog channel,catalog_pageAAAAAAAAAHDBAAAA,1233.55,5388.56,103144.64
catalog channel,catalog_pageAAAAAAAAAIABAAAA,-6908.67,3445.17,101098.95
catalog channel,catalog_pageAAAAAAAAAIDBAAAA,-7129.22,358.89,73299.7
catalog channel,catalog_pageAAAAAAAAAJABAAAA,1742.07,1926.04,74857.16
catalog channel,catalog_pageAAAAAAAAAKABAAAA,-28947.48,3020.76,54458.97
catalog channel,catalog_pageAAAAAAAAALABAAAA,18777.36,3408.2,89207.75
catalog channel,catalog_pageAAAAAAAAALCBAAAA,-8639.82,261.12,15988.91
catalog channel,catalog_pageAAAAAAAAAMABAAAA,13021.68,112.69,106533.45
catalog channel,catalog_pageAAAAAAAAAMCBAAAA,-9429.19,661.47,49786.0
catalog channel,catalog_pageAAAAAAAAANABAAAA,-16347.86,13760.19,123639.94
catalog channel,catalog_pageAAAAAAAAANCBAAAA,11065.19,0.0,22161.95
catalog channel,catalog_pageAAAAAAAAAOABAAAA,-5860.95,97.66,85310.94
catalog channel,catalog_pageAAAAAAAAAOCBAAAA,-14572.1,2362.83,15861.04
catalog channel,catalog_pageAAAAAAAAAPCBAAAA,12301.88,2689.82,55130.56
catalog channel,catalog_pageAAAAAAAABADBAAAA,1003.39,4534.2,8654.69
catalog channel,catalog_pageAAAAAAAABBABAAAA,-6129.06,5418.42,164103.45
catalog channel,catalog_pageAAAAAAAABBDBAAAA,59.13,348.59,16119.02
catalog channel,catalog_pageAAAAAAAABCABAAAA,-39047.65,6753.47,189970.41
catalog channel,catalog_pageAAAAAAAABCDBAAAA,-29450.74,4607.13,60740.66
catalog channel,catalog_pageAAAAAAAABDABAAAA,-30407.97,22141.37,226377.24
catalog channel,catalog_pageAAAAAAAABDDBAAAA,-7000.97,2879.14,45619.04
catalog channel,catalog_pageAAAAAAAABEABAAAA,-42302.85,7906.71,149355.39
catalog channel,catalog_pageAAAAAAAABEDBAAAA,-16073.36,5054.09,50308.43
catalog channel,catalog_pageAAAAAAAABFABAAAA,-40479.43,4166.04,201240.72
catalog channel,catalog_pageAAAAAAAABFDBAAAA,2102.62,4226.13,65335.54
catalog channel,catalog_pageAAAAAAAABGABAAAA,-2553.2,8558.63,182578.67
catalog channel,catalog_pageAAAAAAAABGDBAAAA,6909.3,4343.18,78157.58
catalog channel,catalog_pageAAAAAAAABHABAAAA,-68562.45,12690.42,161954.18
catalog channel,catalog_pageAAAAAAAABHDBAAAA,-17591.14,2624.99,59665.03
catalog channel,catalog_pageAAAAAAAABIABAAAA,-34974.48,5878.8,86049.05
catalog channel,catalog_pageAAAAAAAABIDBAAAA,-12273.64,9303.76,71842.29
catalog channel,catalog_pageAAAAAAAABJABAAAA,-4020.12,8732.17,103972.96
catalog channel,catalog_pageAAAAAAAABKABAAAA,-10226.93,2410.46,75030.55
catalog channel,catalog_pageAAAAAAAABLABAAAA,-6150.8,17526.23,139162.6
catalog channel,catalog_pageAAAAAAAABLCBAAAA,-12876.78,1040.0,16682.66
catalog channel,catalog_pageAAAAAAAABMABAAAA,-15211.68,1349.03,93826.46
catalog channel,catalog_pageAAAAAAAABMCBAAAA,-8934.17,456.38,36565.77
