apr_net,apr_sales,apr_sales_per_sq_foot,aug_net,aug_sales,aug_sales_per_sq_foot,dec_net,dec_sales,dec_sales_per_sq_foot,feb_net,feb_sales,feb_sales_per_sq_foot,jan_net,jan_sales,jan_sales_per_sq_foot,jul_net,jul_sales,jul_sales_per_sq_foot,jun_net,jun_sales,jun_sales_per_sq_foot,mar_net,mar_sales,mar_sales_per_sq_foot,may_net,may_sales,may_sales_per_sq_foot,nov_net,nov_sales,nov_sales_per_sq_foot,oct_net,oct_sales,oct_sales_per_sq_foot,sep_net,sep_sales,sep_sales_per_sq_foot,ship_carriers,w_city,w_country,w_county,w_state,w_warehouse_name,w_warehouse_sq_ft,year
108820584.43,74400348.23,152.57353482925788,248132204.79,172519285.62,353.7870165861421,361584708.72,255955549.64,524.8905938856032,97203569.69,67946095.56,139.33773462172604,110585739.83,83162751.62,170.54268269774997,122634034.42,86619903.13,177.63229771796995,117229880.49,80820236.87,165.73886437834778,104402958.22,69915600.21,143.37661741544923,121099992.9,83496422.07,171.2269440115168,370844853.38,255808560.66,524.5891621209263,275869527.11,189780725.83,389.18522387600586,276886310.7,191175138.26,392.04475932867956,"GREAT EASTERN,BARIAN",Midway,United States,Williamson County,TN,About slight way,487636,2001
97981788.94,66347024.89,630.1779479118186,239259441.12,162318921.39,1541.7391353779813,409944816.51,279550956.27,2655.2335730364825,95290240.86,65900189.86,625.933815145845,123716275.64,84256912.35,800.289812695307,108311968.27,72978333.85,693.1635102533172,95969046.57,65087406.57,618.2138291082131,91022372.46,63086834.99,599.2119809465916,98475176.76,70210703.42,666.8759763684545,377971645.69,262557482.47,2493.8259972645155,267620945.19,183595603.41,1743.82952053038,250622253.84,173799933.93,1650.7881987595338,"GREAT EASTERN,BARIAN",Midway,United States,Williamson County,TN,Both obvious tic,105283,2001
105971854.5,69740016.1,314.4827814629263,229356015.59,159253770.55,718.1324513778347,403224619.49,281113409.26,1267.6413312530156,76056659.97,55922259.37,252.17355337502988,110111319.74,80973387.98,365.13809001582786,100835347.96,68595231.26,309.32053544130844,105557894.24,74053356.4,333.933182119489,97839517.03,69431941.91,313.0935642876791,117587372.32,80000798.41,360.7523343148705,378969420.45,262783379.05,1184.984641348118,244741600.54,164489254.04,741.7411268888578,280283924.49,196178575.63,884.6396599492247,"GREAT EASTERN,BARIAN",Oak Grove,United States,Ziebach County,SD,Famous skills enact.,221761,2001
104193410.5,73962969.27,78.06414731324884,234561179.32,165372435.43,174.54218358692256,381835321.8,261351092.39,275.8427680524009,106650037.34,73685830.54,77.77164149772445,141250309.94,94426638.29,99.66250779976865,114313751.33,76356724.09,80.59063361774167,99696680.96,69756226.7,73.62414476961658,114835332.7,80981027.69,85.47135056318763,116557329.92,80229118.65,84.67774886433679,367164066.49,251133489.32,265.05860836928895,274480056.32,185382159.31,195.6614280964765,264263815.86,181663047.78,191.73609528172048,"GREAT EASTERN,BARIAN",Midway,United States,Williamson County,TN,"Male, recent towns",947464,2001
99896793.68,70076232.59,160.56989012927855,247435578.72,175438433.89,401.99264448171726,376117310.43,257318017.52,589.6082633781065,107982709.87,69827621.64,160.00023289385044,142052075.54,97391318.85,223.15859156962756,119293827.61,82883905.2,189.91688136711716,106421547.02,75176370.99,172.2561442594553,109177531.29,74425995.31,170.53676329332617,117342996.4,81221950.42,186.1087443346119,369484767.73,248220927.47,568.7635533268259,224965450.43,157342078.26,360.5273754760301,256885109.27,181911361.94,416.8244541750874,"GREAT EASTERN,BARIAN",Five Points,United States,Ziebach County,SD,Modestly diff,436422,2001
99420968.18,65975171.9,96.10675345750337,250058248.35,173094982.66,252.1493517053715,385340853.88,266808749.45,388.6632192874353,114064106.71,81118953.23,118.1668651143955,85247743.71,64817966.27,94.42103937780963,107671267.62,72747438.67,105.97198842497502,90960172.88,62405728.59,90.90710640399256,97545057.73,67877229.93,98.87750216321572,111703543.66,79999057.64,116.53550097745303,361216094.46,251139680.9,365.8379160002214,257592740.62,178982350.84,260.72554523233083,250737316.25,173596882.71,252.88047498973017,"GREAT EASTERN,BARIAN",Riverside,United States,Ziebach County,SD,Normal facili,686478,2001
98964533.34,66968906.87,99.76820217655252,239050269.87,161436272.54,240.50275613226168,432307166.26,300367711.12,447.47850802613056,102373404.35,71238938.43,106.1295628719767,115539982.27,82269542.91,122.56261560235086,109616841.42,74415210.8,110.8614750202981,113744561.66,79819136.16,118.91207556108425,117803180.03,85145386.11,126.84695768311123,119342812.19,83389113.23,124.23051677107465,366872326.16,253355483.05,377.44114749458095,225752257.65,160774501.24,239.51686975694417,231596381.97,161508513.91,240.61037908662263,"GREAT EASTERN,BARIAN",Fairview,United States,Ziebach County,SD,Odd arts will wonde,671245,2001
98632870.8,69605560.45,211.35441379645403,262721760.67,174294053.73,529.2367063228181,412176903.15,290653103.67,882.5561628574292,92774491.46,64872950.18,196.9840378828595,127042594.08,87377394.22,265.3178541345941,93739272.1,66515419.05,201.97132687174908,105372391.83,74514590.0,226.2604795782966,104889112.26,73273976.85,222.49340891079189,110017164.13,75080056.8,227.9774961968354,376060795.62,258163783.03,783.9036805827571,272498755.8,186457374.04,566.1701268328824,246614701.47,171174126.12,519.7631747998214,"GREAT EASTERN,BARIAN",Five Points,United States,Williamson County,TN,Only soluti,329331,2001
91026978.68,60595728.72,534.5518509500873,243955493.29,168022316.28,1482.2272471285662,409472336.37,287957770.97,2540.2509833448016,101263835.95,70567279.67,622.5169786869917,115356572.07,77653691.31,685.0305343248822,112813357.11,76755728.09,677.1090535295259,116174954.93,81642140.1,720.2150717196845,90245763.47,60429045.31,533.0814350112034,104443822.04,67029996.23,591.3124457912102,353140462.68,245603165.51,2166.615197074754,272609727.59,187502634.69,1654.075007410152,246573096.21,169069304.83,1491.4633711780377,"GREAT EASTERN,BARIAN",Fairview,United States,Walker County,AL,Today safe co,113358,2001
103786753.61,70573155.77,79.03707842430161,247628565.5,170411978.28,190.84968986865448,393621837.29,263361584.73,294.9468533629294,85180250.31,59407757.19,66.53260028983819,113618802.29,78603263.57,88.03024662004766,112682017.02,79064703.12,88.54702716505098,103501388.79,76061684.51,85.18385295527443,112478610.67,81139796.41,90.8709888656441,105268925.23,71108154.46,79.63624014460551,380197891.35,264430750.82,296.1442458159371,256040939.54,176480406.24,197.64591162398983,244237999.77,164929197.46,184.7093526125755,"GREAT EASTERN,BARIAN",Riverside,United States,Walker County,AL,Together current liv,892912,2001
