avg_monthly_sales,i_manager_id,sum_sales
15763.184166666668,1,8228.19
15763.184166666668,1,8410.7
15763.184166666668,1,8731.97
15763.184166666668,1,8895.18
15763.184166666668,1,9334.36
15763.184166666668,1,9350.41
15763.184166666668,1,9641.44
15763.184166666668,1,19865.91
15763.184166666668,1,22199.85
15763.184166666668,1,23395.19
15763.184166666668,1,30539.09
15763.184166666668,1,30565.92
19655.434166666666,2,10155.37
19655.434166666666,2,10460.14
19655.434166666666,2,10494.98
19655.434166666666,2,11343.87
19655.434166666666,2,11634.85
19655.434166666666,2,12115.31
19655.434166666666,2,12328.27
19655.434166666666,2,24874.23
19655.434166666666,2,26177.18
19655.434166666666,2,26250.87
19655.434166666666,2,38966.39
19655.434166666666,2,41063.75
14029.120833333332,3,6987.14
14029.120833333332,3,7437.31
14029.120833333332,3,7909.6
14029.120833333332,3,7915.79
14029.120833333332,3,7924.62
14029.120833333332,3,8691.42
14029.120833333332,3,8728.76
14029.120833333332,3,18672.47
14029.120833333332,3,19267.51
14029.120833333332,3,19488.34
14029.120833333332,3,26251.27
14029.120833333332,3,29075.22
16451.721666666668,4,8474.42
16451.721666666668,4,9131.35
16451.721666666668,4,9306.89
16451.721666666668,4,9352.21
16451.721666666668,4,9591.24
16451.721666666668,4,10316.08
16451.721666666668,4,11380.75
16451.721666666668,4,20404.4
16451.721666666668,4,21739.07
16451.721666666668,4,21830.91
16451.721666666668,4,31774.67
16451.721666666668,4,34118.67
19842.836666666666,5,9779.83
19842.836666666666,5,9892.48
19842.836666666666,5,11680.42
19842.836666666666,5,12029.58
19842.836666666666,5,12179.65
19842.836666666666,5,12356.59
19842.836666666666,5,13625.8
19842.836666666666,5,24186.95
19842.836666666666,5,24370.37
19842.836666666666,5,27227.69
19842.836666666666,5,38762.6
19842.836666666666,5,42022.08
16330.785,6,8062.79
16330.785,6,8524.31
16330.785,6,9120.55
16330.785,6,9204.58
16330.785,6,9336.84
16330.785,6,9658.87
16330.785,6,10584.06
16330.785,6,20636.93
16330.785,6,21287.02
16330.785,6,24177.45
16330.785,6,31651.04
16330.785,6,33724.98
20916.45,7,10587.94
20916.45,7,11458.29
20916.45,7,11753.12
20916.45,7,11783.98
20916.45,7,12027.63
20916.45,7,12332.39
20916.45,7,14015.45
20916.45,7,24499.96
20916.45,7,25964.88
20916.45,7,28066.4
20916.45,7,42037.01
20916.45,7,46470.35
21252.240833333333,8,10425.22
21252.240833333333,8,10985.43
21252.240833333333,8,11075.8
21252.240833333333,8,12830.15
21252.240833333333,8,12874.04
21252.240833333333,8,13618.51
21252.240833333333,8,14207.03
21252.240833333333,8,27080.37
21252.240833333333,8,27992.88
21252.240833333333,8,28243.15
21252.240833333333,8,41798.98
21252.240833333333,8,43895.33
23939.81166666667,9,12264.14
23939.81166666667,9,12535.77
23939.81166666667,9,12976.68
23939.81166666667,9,13809.08
