channel,id,profit,returns,sales
catalog channel,1,-1277551254.29,193954441.32,11386857555.57
catalog channel,2,-1251512699.51,193954441.32,11391707210.52
catalog channel,5,-1250707488.11,193954441.32,11328246570.06
catalog channel,7,-1261368436.94,193954441.32,11367378199.8
catalog channel,8,-1271741024.9,193954441.32,11550906745.35
catalog channel,11,-1294055761.61,193954441.32,11280060427.23
catalog channel,13,-1316603072.06,193954441.32,11290860041.79
catalog channel,14,-1297536578.6,193954441.32,11318519099.37
catalog channel,17,-1206802645.52,193954441.32,11359932562.23
catalog channel,19,-1218490986.59,193954441.32,11360638965.06
catalog channel,20,-1282341149.54,193954441.32,11387869368.12
catalog channel,23,-1252237519.13,193954441.32,11325571578.51
catalog channel,25,-1279391264.42,193954441.32,11372451801.69
catalog channel,26,-1242585404.0,193954441.32,11337161086.44
catalog channel,29,-1217974006.28,193954441.32,11395476733.2
catalog channel,,-19076194690.37,3103271061.12,170674965797.49
catalog channel,,-155295398.87,193954441.32,221327852.55
store channel,1,-25370468.63,1678166.73,56568870.79
store channel,2,-24337934.38,1654863.36,55605589.22
store channel,4,-25872232.48,1659806.72,55658317.12
store channel,7,-25481354.74,1575134.24,55628249.79
store channel,8,-24593167.65,1612294.57,55996622.46
store channel,10,-25561857.55,1478642.39,55532622.28
store channel,13,-25006330.24,1613618.09,55108144.55
store channel,14,-25804804.96,1617461.83,55319922.75
store channel,16,-25096900.24,1736086.69,55770826.39
store channel,19,-25310390.73,1609398.76,55120643.79
store channel,20,-24344133.05,1674218.99,53298685.01
store channel,22,-25796721.76,1620747.69,55302792.73
store channel,25,-24703994.78,1725900.88,54615105.41
store channel,26,-25129698.79,1654697.79,55778764.63
store channel,28,-25373181.58,1675183.09,56846056.51
store channel,31,-25312803.35,1523419.1,57199469.44
store channel,32,-26330021.91,1614640.01,57262639.82
store channel,34,-25461337.62,1628736.66,56177178.38
store channel,37,-26260148.08,1581565.23,57632413.58
store channel,38,-24688773.86,1531722.3,54513063.37
store channel,40,-24971351.93,1596171.8,54936638.07
store channel,43,-25803805.72,1672580.64,55387466.78
store channel,44,-25984977.43,1592955.22,57555583.86
store channel,46,-25050695.28,1504389.22,55548057.87
store channel,49,-24318957.96,1662416.43,54350556.31
store channel,50,-25949805.56,1584488.8,56883126.89
store channel,52,-26212615.7,1712343.74,57846442.88
store channel,55,-25629204.38,1660367.98,57273135.11
store channel,56,-25528745.32,1643229.15,55601334.49
store channel,58,-25658296.73,1651515.06,56339920.97
store channel,61,-25322841.33,1593398.23,57178462.5
store channel,62,-25655475.33,1685222.01,57023979.52
store channel,64,-25373365.97,1715324.21,55042793.15
store channel,67,-24803255.01,1503507.15,54853311.84
store channel,68,-24672215.42,1644681.36,55063807.61
store channel,70,-24975904.43,1670580.78,56668648.98
store channel,73,-24755676.34,1566876.36,55611497.35
store channel,74,-24871760.33,1719175.22,53978956.71
store channel,76,-26198413.18,1604604.3,57479385.11
store channel,79,-26030197.23,1566277.41,57130955.56
store channel,80,-25104300.03,1640770.16,55714885.81
store channel,82,-25719045.32,1635428.9,56860569.82
store channel,85,-25383116.99,1656952.15,55402320.89
store channel,86,-24671463.4,1580225.83,55070618.21
store channel,88,-24795797.05,1573142.15,55510179.59
store channel,91,-24901761.2,1743487.78,56029687.67
store channel,92,-24576365.25,1544205.77,55550312.07
store channel,94,-24989186.82,1641444.79,56234529.12
store channel,97,-24951546.64,1582496.98,55454284.15
store channel,98,-26128233.15,1682724.39,58081899.32
store channel,100,-25857345.12,1616892.65,56069913.0
store channel,103,-25252129.44,1644338.91,55237987.12
store channel,104,-25357674.33,1778264.7,55550318.0
store channel,106,-24972117.42,1525852.39,57731193.92
store channel,109,-26790370.73,1681592.98,56939336.74
store channel,110,-25631647.76,1588952.77,56715234.07
store channel,112,-25747664.54,1659884.93,56694484.16
store channel,115,-25640122.69,1514724.78,56835424.01
store channel,116,-25373886.34,1662236.08,56223207.7
store channel,118,-25128128.2,1679016.13,56783616.42
store channel,121,-24283775.04,1772275.26,53862247.38
store channel,122,-24417325.75,1676064.23,55986968.78
store channel,124,-25382254.92,1567603.02,55875860.61
store channel,127,-25254969.05,1660637.84,55780036.91
store channel,128,-25794844.96,1578290.7,56222741.54
store channel,130,-26673937.7,1448805.62,59044172.23
store channel,133,-25147854.08,1625396.06,56727735.69
store channel,134,-25337439.54,1634019.43,55307646.92
store channel,136,-26435303.14,1564382.16,56600712.13
store channel,139,-25491775.99,1634365.93,56929424.36
store channel,140,-25001085.69,1526546.6,56886262.7
store channel,142,-25500412.39,1678455.79,56722839.54
store channel,145,-25318597.01,1575879.99,55871205.38
store channel,146,-25329250.3,1608938.48,57303303.74
store channel,148,-25905279.27,1689751.02,56498912.07
store channel,151,-25254994.06,1516000.3,55482782.25
store channel,152,-25905143.54,1679815.2,57405949.28
store channel,154,-25312994.46,1609311.9,57078290.21
store channel,157,-25275155.27,1675184.56,56162607.45
store channel,158,-24978676.56,1575228.7,55017384.5
store channel,160,-24125642.39,1662882.88,54294792.54
store channel,163,-25270381.52,1516884.1,56295597.44
store channel,164,-25774128.98,1522814.12,56902523.73
