channel,id,profit,returns,sales
catalog channel,catalog_pageAAAAAAAAAAACAAAA,-14883.48,11189.33,212611.99
catalog channel,catalog_pageAAAAAAAAAABCAAAA,-73486.94,7623.82,349877.76
catalog channel,catalog_pageAAAAAAAAAAMBAAAA,-60261.67,22142.62,538640.53
catalog channel,catalog_pageAAAAAAAAABACAAAA,-27109.14,7551.09,143986.8
catalog channel,catalog_pageAAAAAAAAABMBAAAA,-27955.64,20235.84,583331.01
catalog channel,catalog_pageAAAAAAAAACACAAAA,-26069.97,2543.48,143373.39
catalog channel,catalog_pageAAAAAAAAACMBAAAA,-104182.9,37474.37,604695.37
catalog channel,catalog_pageAAAAAAAAADACAAAA,34025.66,12276.61,271778.32
catalog channel,catalog_pageAAAAAAAAADLBAAAA,-175362.17,64648.28,1227236.31
catalog channel,catalog_pageAAAAAAAAADMBAAAA,-12519.41,29209.38,676499.86
catalog channel,catalog_pageAAAAAAAAAEACAAAA,-2186.91,7125.81,203014.67
catalog channel,catalog_pageAAAAAAAAAELBAAAA,-134396.99,68111.49,1067528.61
catalog channel,catalog_pageAAAAAAAAAEMBAAAA,-66292.89,24962.6,524311.99
catalog channel,catalog_pageAAAAAAAAAFACAAAA,8529.91,4100.55,228365.67
catalog channel,catalog_pageAAAAAAAAAFLBAAAA,-125422.95,76935.77,1016641.6
catalog channel,catalog_pageAAAAAAAAAFMBAAAA,-123186.62,38189.54,585910.07
catalog channel,catalog_pageAAAAAAAAAGACAAAA,-82883.65,11043.72,431536.4
catalog channel,catalog_pageAAAAAAAAAGLBAAAA,-156397.15,51629.4,1117506.44
catalog channel,catalog_pageAAAAAAAAAGMBAAAA,-33874.27,16036.83,517220.54
catalog channel,catalog_pageAAAAAAAAAHACAAAA,-73362.7,12109.94,386439.72
catalog channel,catalog_pageAAAAAAAAAHLBAAAA,-191990.61,68211.12,1045285.22
catalog channel,catalog_pageAAAAAAAAAHMBAAAA,-49700.95,24153.19,571664.45
catalog channel,catalog_pageAAAAAAAAAIACAAAA,-37914.96,20451.65,369212.67
catalog channel,catalog_pageAAAAAAAAAILBAAAA,-125745.4,70867.38,1153372.87
catalog channel,catalog_pageAAAAAAAAAIMBAAAA,-86109.77,20891.25,533878.36
catalog channel,catalog_pageAAAAAAAAAJACAAAA,-48881.23,30467.81,382267.04
catalog channel,catalog_pageAAAAAAAAAJLBAAAA,-125357.46,56905.69,1122899.06
catalog channel,catalog_pageAAAAAAAAAJMBAAAA,-60357.2,23484.65,601622.21
catalog channel,catalog_pageAAAAAAAAAKACAAAA,-55200.06,14787.39,277849.35
catalog channel,catalog_pageAAAAAAAAAKLBAAAA,-48453.16,63534.74,1328708.97
catalog channel,catalog_pageAAAAAAAAAKMBAAAA,-74571.29,38040.3,592295.39
catalog channel,catalog_pageAAAAAAAAAKPBAAAA,-25798.75,4566.98,117877.8
catalog channel,catalog_pageAAAAAAAAALACAAAA,-47936.23,3375.63,386654.15
catalog channel,catalog_pageAAAAAAAAALLBAAAA,-156088.1,33195.89,1011031.04
catalog channel,catalog_pageAAAAAAAAALPBAAAA,-19936.2,5116.44,149095.99
catalog channel,catalog_pageAAAAAAAAAMACAAAA,-39685.42,20786.99,404491.09
catalog channel,catalog_pageAAAAAAAAAMLBAAAA,-158531.04,37006.15,936304.22
catalog channel,catalog_pageAAAAAAAAAMPBAAAA,-41132.04,5313.63,176479.35
catalog channel,catalog_pageAAAAAAAAANACAAAA,-56962.88,9294.58,376898.33
catalog channel,catalog_pageAAAAAAAAANLBAAAA,-141609.32,38357.45,947026.26
catalog channel,catalog_pageAAAAAAAAANPBAAAA,-18125.61,14062.13,205201.52
catalog channel,catalog_pageAAAAAAAAAOACAAAA,-53051.86,24125.72,419144.2
catalog channel,catalog_pageAAAAAAAAAOLBAAAA,-177468.3,65447.41,1030966.89
catalog channel,catalog_pageAAAAAAAAAOPBAAAA,-33450.52,2073.04,162072.45
catalog channel,catalog_pageAAAAAAAAAPACAAAA,-50104.97,15019.47,347524.99
catalog channel,catalog_pageAAAAAAAAAPLBAAAA,-112796.67,19039.95,477157.62
catalog channel,catalog_pageAAAAAAAAAPPBAAAA,4867.31,11139.55,207722.0
catalog channel,catalog_pageAAAAAAAABAACAAAA,-10048.0,5410.56,193592.66
catalog channel,catalog_pageAAAAAAAABABCAAAA,-48670.88,22744.5,409554.16
catalog channel,catalog_pageAAAAAAAABAMBAAAA,-60948.17,74236.53,660212.64
catalog channel,catalog_pageAAAAAAAABBACAAAA,-24450.66,3955.95,208843.96
catalog channel,catalog_pageAAAAAAAABBMBAAAA,-99071.26,17959.35,458455.85
catalog channel,catalog_pageAAAAAAAABCACAAAA,-33750.58,13752.83,246378.15
catalog channel,catalog_pageAAAAAAAABCMBAAAA,-116549.22,38939.35,602810.0
catalog channel,catalog_pageAAAAAAAABDACAAAA,-27365.08,6608.66,189992.61
catalog channel,catalog_pageAAAAAAAABDLBAAAA,-147922.42,43332.15,1171703.29
catalog channel,catalog_pageAAAAAAAABDMBAAAA,-70831.8,42171.06,620295.92
catalog channel,catalog_pageAAAAAAAABEACAAAA,-17862.18,4885.55,126180.77
catalog channel,catalog_pageAAAAAAAABELBAAAA,-112838.92,71425.09,1255665.92
catalog channel,catalog_pageAAAAAAAABEMBAAAA,-67237.33,17996.98,538313.71
catalog channel,catalog_pageAAAAAAAABFACAAAA,-92783.4,41462.77,366062.82
catalog channel,catalog_pageAAAAAAAABFLBAAAA,-121403.79,18575.75,1087033.23
catalog channel,catalog_pageAAAAAAAABFMBAAAA,-75017.46,16302.75,483882.56
catalog channel,catalog_pageAAAAAAAABGACAAAA,-39236.0,34192.67,410919.43
catalog channel,catalog_pageAAAAAAAABGLBAAAA,-140660.17,56045.65,1153221.38
catalog channel,catalog_pageAAAAAAAABGMBAAAA,-71036.51,30639.91,538630.95
catalog channel,catalog_pageAAAAAAAABHACAAAA,-81501.28,26522.8,364360.27
catalog channel,catalog_pageAAAAAAAABHLBAAAA,-141488.18,56579.45,1110101.61
catalog channel,catalog_pageAAAAAAAABHMBAAAA,-49709.22,29899.33,534728.67
catalog channel,catalog_pageAAAAAAAABIACAAAA,-105751.12,34622.38,373889.28
catalog channel,catalog_pageAAAAAAAABILBAAAA,-140027.87,47148.46,1088626.57
catalog channel,catalog_pageAAAAAAAABIMBAAAA,-47220.25,28008.92,593588.54
catalog channel,catalog_pageAAAAAAAABJACAAAA,-45134.98,50828.72,404833.98
catalog channel,catalog_pageAAAAAAAABJLBAAAA,-184919.35,80202.98,1079068.52
catalog channel,catalog_pageAAAAAAAABJMBAAAA,-34807.76,21213.36,567382.62
catalog channel,catalog_pageAAAAAAAABKACAAAA,-56230.13,16149.31,302427.95
catalog channel,catalog_pageAAAAAAAABKLBAAAA,-120629.36,95270.54,1085029.91
catalog channel,catalog_pageAAAAAAAABKMBAAAA,-96507.71,26629.22,604095.82
catalog channel,catalog_pageAAAAAAAABKPBAAAA,-12174.42,17751.91,165358.97
catalog channel,catalog_pageAAAAAAAABLACAAAA,-56372.73,4824.0,354209.73
catalog channel,catalog_pageAAAAAAAABLLBAAAA,-175087.24,68592.3,1211514.59
catalog channel,catalog_pageAAAAAAAABLPBAAAA,8661.33,225.36,222739.26
catalog channel,catalog_pageAAAAAAAABMACAAAA,-8945.38,6523.42,472685.5
catalog channel,catalog_pageAAAAAAAABMLBAAAA,-99700.06,27345.16,1065659.32
catalog channel,catalog_pageAAAAAAAABMPBAAAA,-26636.63,7438.27,157103.73
catalog channel,catalog_pageAAAAAAAABNACAAAA,-46971.53,3827.67,424060.97
catalog channel,catalog_pageAAAAAAAABNLBAAAA,-80094.22,38257.66,1146000.35
catalog channel,catalog_pageAAAAAAAABNPBAAAA,1652.47,793.2,204950.37
catalog channel,catalog_pageAAAAAAAABOACAAAA,-36710.76,15545.39,404682.14
catalog channel,catalog_pageAAAAAAAABOLBAAAA,-136861.93,100736.3,1308886.5
catalog channel,catalog_pageAAAAAAAABOPBAAAA,-49029.12,947.01,149631.02
catalog channel,catalog_pageAAAAAAAABPACAAAA,-52193.59,15072.6,374607.06
