channel,id,profit,returns,sales
catalog channel,catalog_pageAAAAAAAAAAADAAAA,-317280.54,106289.5,2531159.76
catalog channel,catalog_pageAAAAAAAAAAJCAAAA,-1158620.67,364019.2,7372527.77
catalog channel,catalog_pageAAAAAAAAAAKCAAAA,-388785.57,206876.27,3768480.29
catalog channel,catalog_pageAAAAAAAAAAPCAAAA,-197351.39,57197.07,1242852.95
catalog channel,catalog_pageAAAAAAAAABADAAAA,-350154.18,131527.09,2576937.53
catalog channel,catalog_pageAAAAAAAAABICAAAA,-1247956.69,345391.94,7620926.5
catalog channel,catalog_pageAAAAAAAAABJCAAAA,-782623.88,416514.5,7813908.65
catalog channel,catalog_pageAAAAAAAAABKCAAAA,-453294.81,146385.11,3926681.03
catalog channel,catalog_pageAAAAAAAAABPCAAAA,-157434.29,45719.31,1193551.84
catalog channel,catalog_pageAAAAAAAAACADAAAA,-363398.14,141547.48,2535802.43
catalog channel,catalog_pageAAAAAAAAACICAAAA,-787314.95,309029.57,7595916.39
catalog channel,catalog_pageAAAAAAAAACJCAAAA,-481679.08,170818.91,3820518.4
catalog channel,catalog_pageAAAAAAAAACKCAAAA,-398911.84,249489.5,4035316.9
catalog channel,catalog_pageAAAAAAAAACPCAAAA,-79669.39,59026.42,1433177.08
catalog channel,catalog_pageAAAAAAAAADADAAAA,-311992.15,116545.1,2648127.08
catalog channel,catalog_pageAAAAAAAAADICAAAA,-1044615.23,411270.63,7765985.09
catalog channel,catalog_pageAAAAAAAAADJCAAAA,-487147.51,154781.42,3946107.13
catalog channel,catalog_pageAAAAAAAAADKCAAAA,-420202.17,246810.0,3990682.14
catalog channel,catalog_pageAAAAAAAAADPCAAAA,-206851.63,87514.66,1178597.1
catalog channel,catalog_pageAAAAAAAAAEADAAAA,-393365.24,123145.01,2265275.34
catalog channel,catalog_pageAAAAAAAAAEICAAAA,-1029987.3,381158.41,7790356.55
catalog channel,catalog_pageAAAAAAAAAEJCAAAA,-378156.22,200407.74,3746683.74
catalog channel,catalog_pageAAAAAAAAAEPCAAAA,-202509.67,47210.62,1036657.46
catalog channel,catalog_pageAAAAAAAAAFADAAAA,-403279.77,125467.63,2395248.77
catalog channel,catalog_pageAAAAAAAAAFICAAAA,-1187150.69,421914.47,7838121.0
catalog channel,catalog_pageAAAAAAAAAFJCAAAA,-544338.03,149564.76,3822254.01
catalog channel,catalog_pageAAAAAAAAAFPCAAAA,-132153.6,46285.82,1291713.88
catalog channel,catalog_pageAAAAAAAAAGADAAAA,-329891.23,158996.39,2806496.85
catalog channel,catalog_pageAAAAAAAAAGICAAAA,-1029630.46,338733.18,7545612.33
catalog channel,catalog_pageAAAAAAAAAGJCAAAA,-370936.51,173411.34,3964372.22
catalog channel,catalog_pageAAAAAAAAAGPCAAAA,-230165.5,28735.87,1207362.89
catalog channel,catalog_pageAAAAAAAAAHADAAAA,-275204.23,173291.95,2767033.63
catalog channel,catalog_pageAAAAAAAAAHICAAAA,-1129844.66,352464.56,7721275.18
catalog channel,catalog_pageAAAAAAAAAHJCAAAA,-463195.39,179427.95,3897916.15
catalog channel,catalog_pageAAAAAAAAAHPCAAAA,-184165.6,53172.91,1124558.28
catalog channel,catalog_pageAAAAAAAAAIADAAAA,-283149.34,167179.97,2531772.43
catalog channel,catalog_pageAAAAAAAAAIICAAAA,-1312499.55,433458.35,7350625.88
catalog channel,catalog_pageAAAAAAAAAIJCAAAA,-489913.48,200671.63,3840267.06
catalog channel,catalog_pageAAAAAAAAAIPCAAAA,-155760.68,75420.44,1294550.47
catalog channel,catalog_pageAAAAAAAAAJADAAAA,-363223.18,179695.04,2796534.38
catalog channel,catalog_pageAAAAAAAAAJICAAAA,-1169197.18,441247.72,7620512.43
catalog channel,catalog_pageAAAAAAAAAJJCAAAA,-728214.36,148691.63,3893759.73
catalog channel,catalog_pageAAAAAAAAAJOCAAAA,-109458.25,42353.86,1186606.11
catalog channel,catalog_pageAAAAAAAAAJPCAAAA,-162287.25,43118.03,1285484.0
catalog channel,catalog_pageAAAAAAAAAKADAAAA,-317289.61,87585.53,2342534.45
catalog channel,catalog_pageAAAAAAAAAKICAAAA,-1102464.48,374400.41,7414505.2
catalog channel,catalog_pageAAAAAAAAAKJCAAAA,-429323.27,192245.94,3904942.33
catalog channel,catalog_pageAAAAAAAAAKOCAAAA,-161471.96,61313.88,1183099.19
catalog channel,catalog_pageAAAAAAAAAKPCAAAA,-371818.15,123849.59,2759003.07
catalog channel,catalog_pageAAAAAAAAALADAAAA,-280353.44,99045.39,2527528.97
catalog channel,catalog_pageAAAAAAAAALICAAAA,-1015942.38,365259.96,7751723.92
catalog channel,catalog_pageAAAAAAAAALJCAAAA,-623503.64,190879.68,3707804.95
catalog channel,catalog_pageAAAAAAAAALOCAAAA,-78990.26,28027.63,1246948.24
catalog channel,catalog_pageAAAAAAAAALPCAAAA,-288293.99,118800.34,2608968.93
catalog channel,catalog_pageAAAAAAAAAMICAAAA,-1128306.18,345841.51,7259176.96
catalog channel,catalog_pageAAAAAAAAAMJCAAAA,-449152.54,153367.28,3743156.21
catalog channel,catalog_pageAAAAAAAAAMOCAAAA,-201369.04,100687.49,1208490.55
catalog channel,catalog_pageAAAAAAAAAMPCAAAA,-319103.86,135955.89,2715364.53
catalog channel,catalog_pageAAAAAAAAANICAAAA,-622606.18,325369.02,7639118.32
catalog channel,catalog_pageAAAAAAAAANJCAAAA,-684819.48,143342.29,3657956.9
catalog channel,catalog_pageAAAAAAAAANOCAAAA,-250380.77,46738.08,1200216.29
catalog channel,catalog_pageAAAAAAAAANPCAAAA,-154725.41,154747.54,2698683.9
catalog channel,catalog_pageAAAAAAAAAOICAAAA,-892654.8,339407.45,7300760.26
catalog channel,catalog_pageAAAAAAAAAOJCAAAA,-504593.58,222821.63,3921690.54
catalog channel,catalog_pageAAAAAAAAAOOCAAAA,-114823.26,49556.93,1241823.41
catalog channel,catalog_pageAAAAAAAAAOPCAAAA,-380876.82,109204.46,2590503.84
catalog channel,catalog_pageAAAAAAAAAPICAAAA,-944187.21,390798.06,7384581.4
catalog channel,catalog_pageAAAAAAAAAPJCAAAA,-532184.23,127687.38,3731998.99
catalog channel,catalog_pageAAAAAAAAAPOCAAAA,-215889.04,84469.36,1329300.14
