channel,id,profit,returns,sales
catalog channel,1,-12438176865.97,1951056373.25,112072360024.33
catalog channel,2,-12500448538.42,1951056373.25,112277793378.95
catalog channel,5,-12402881174.48,1951056373.25,113169506599.12
catalog channel,7,-12444433771.7,1951056373.25,112610817282.18
catalog channel,8,-12486871976.72,1951056373.25,111544387612.66
catalog channel,11,-12424509954.77,1951056373.25,112308481187.07
catalog channel,13,-12420426458.39,1951056373.25,112180097573.43
catalog channel,14,-12427440867.9,1951056373.25,111945537678.76
catalog channel,17,-12238602108.75,1951056373.25,111825063338.36
catalog channel,19,-12334597237.98,1951056373.25,112086900347.67
catalog channel,20,-12291828479.65,1951056373.25,112079650601.42
catalog channel,23,-12278752645.0,1951056373.25,111773659700.4
catalog channel,25,-12411371855.67,1951056373.25,112019518668.45
catalog channel,26,-12371452862.38,1951056373.25,111975834509.46
catalog channel,29,-12312639790.25,1951056373.25,112095286076.41
catalog channel,31,-12232954194.32,1951056373.25,111008274879.24
catalog channel,32,-12413934248.11,1951056373.25,112435811342.94
catalog channel,35,-12250223719.26,1951056373.25,111930279585.41
catalog channel,37,-12391848816.13,1951056373.25,112289831203.55
catalog channel,38,-12217299676.77,1951056373.25,112324003111.4
catalog channel,41,-12521739099.25,1951056373.25,112345320047.73
catalog channel,,-1722554122.6,1951056373.25,2993777267.23
catalog channel,,-261534988464.47,42923240211.5,2357292192016.17
store channel,1,-103337488.09,6552273.97,226659419.5
store channel,2,-103981227.03,6758756.97,225894433.19
store channel,4,-102558552.18,6515097.97,225382730.88
store channel,7,-101578058.98,6638756.13,228956627.56
store channel,8,-102707102.3,6602866.71,226785780.57
store channel,10,-102074823.54,6476114.93,227598641.87
store channel,13,-102515836.05,6435441.16,226804016.66
store channel,14,-102558020.47,6625135.78,225472974.14
store channel,16,-102640665.0,6224693.33,229048805.71
store channel,19,-101500916.62,6708444.74,225468753.31
store channel,20,-101371383.63,6418021.21,227630058.95
store channel,22,-102892970.91,6587506.65,227698601.07
store channel,25,-103356393.64,6318713.94,230023770.85
store channel,26,-100633329.67,6509252.37,224535698.75
store channel,28,-100643864.32,6536215.59,226961487.42
store channel,31,-102821494.21,6577017.31,226885578.6
store channel,32,-101970514.33,6546787.55,224678197.98
store channel,34,-102649857.09,6530633.39,223996022.94
store channel,37,-101592432.61,6589921.33,226544823.18
store channel,38,-101180897.51,6469223.05,224648908.93
store channel,40,-102020024.91,6752151.49,227570329.41
store channel,43,-103118501.82,6565042.76,227588237.81
store channel,44,-102427831.47,6637549.01,227780074.23
store channel,46,-103124988.02,6314572.03,229747720.04
store channel,49,-100008722.99,6366972.72,221703104.69
store channel,50,-101259530.11,6502888.42,225347879.23
store channel,52,-101220286.88,6404832.74,222251315.09
store channel,55,-100739679.57,6338798.98,224074787.63
store channel,56,-102365640.36,6613907.54,224659304.25
store channel,58,-101501832.42,6658586.56,223848063.84
store channel,61,-104130966.23,6602248.54,227970505.32
store channel,62,-104019515.35,6367267.86,228567258.42
store channel,64,-101397719.6,6669589.17,228011462.82
store channel,67,-103105655.62,6673631.33,229852077.09
store channel,68,-102576809.72,6437675.48,225004096.72
store channel,70,-101295116.93,6854705.16,225192264.52
store channel,73,-99480105.42,6573833.9,222077733.07
store channel,74,-102343674.87,6625547.61,227689570.79
store channel,76,-101333763.5,6520796.14,224706296.2
store channel,79,-101958175.86,6541892.26,227508645.29
store channel,80,-101362272.7,6344584.19,226859348.35
store channel,82,-101939132.77,6480061.52,227798693.69
store channel,85,-101628095.39,6513185.82,227052495.33
store channel,86,-102100581.59,6588411.68,230802543.81
store channel,88,-101991468.84,6427361.41,225072638.21
store channel,91,-99477263.89,6408428.93,220762109.97
store channel,92,-103260443.02,6558080.86,228464969.25
store channel,94,-100730476.54,6519467.24,222763197.9
store channel,97,-103061929.19,6716511.23,225193623.4
store channel,98,-103873556.18,6674196.66,231921260.72
store channel,100,-101737088.63,6357466.7,225677417.51
store channel,103,-100427605.15,6783976.79,220597853.81
store channel,104,-103853601.11,6741480.56,227015709.99
store channel,106,-101368104.18,6651666.74,224825977.68
store channel,109,-101170759.74,6600376.71,225172087.94
store channel,110,-99679491.59,6470854.11,220911119.95
store channel,112,-103399889.23,6758733.71,226641926.52
store channel,115,-101526729.4,6307992.28,225930307.33
store channel,116,-102415930.61,6233646.3,228393800.35
store channel,118,-102510619.24,6657797.6,224813546.62
store channel,121,-98278449.73,6474661.8,219887572.89
store channel,122,-101082956.61,6532241.25,223904853.05
store channel,124,-100145173.09,6440209.08,221570851.3
store channel,127,-102778172.98,6397492.3,227861682.54
store channel,128,-101932876.12,6461912.01,224986594.06
store channel,130,-101305539.49,6406291.77,228025047.67
store channel,133,-102574085.29,6299769.23,227323304.72
store channel,134,-99980007.91,6768610.43,223671126.37
store channel,136,-102356206.13,6436545.05,227560450.58
store channel,139,-100100236.19,6703707.12,219867368.91
store channel,140,-101614941.64,6691823.95,227259491.95
store channel,142,-101561337.45,6621490.92,225140960.77
store channel,145,-102297887.99,6650103.7,226752286.36
store channel,146,-100273285.28,6932102.39,221029854.73
store channel,148,-104335025.81,6489598.55,230655208.02
store channel,151,-100870747.97,6408879.75,224773182.29
store channel,152,-100601150.88,6452308.47,223961849.71
