ca_county,d_year,store_q1_q2_increase,store_q2_q3_increase,web_q1_q2_increase,web_q2_q3_increase
Adams County,2002,0.9505046736285218,1.8336635729863997,0.9557024506106302,1.8350529390048371
Alamosa County,2002,0.9712118058328151,1.7298733947252092,0.9756916803544344,1.7672867465155397
Albemarle County,2002,0.9012988088943881,1.898200450160873,0.9506378802588571,1.9098902919643699
Allegheny County,2002,0.9225479672374318,1.8425785258327605,0.9703812371357367,1.917298290618319
Alpine County,2002,0.9875767453098062,1.8099844988503502,1.0032686488681184,1.933457463376009
Amite County,2002,0.9426649814250683,1.879758538137069,0.9657227260121616,1.8807654580639988
Antelope County,2002,0.9360730360406836,1.8473718314430843,0.977014925911243,1.957936617386876
Apache County,2002,0.9525099501214791,1.895154046237149,1.0908320303126762,1.9086062262904262
Appanoose County,2002,0.9118049836697321,1.8876690880408689,0.9547888907720091,1.8932605608063846
Arapahoe County,2002,0.9590424996184079,1.7871473388404397,0.981739189211554,1.8040734052561396
Archer County,2002,0.9784794756765766,1.8184044792694496,0.985423999081024,1.826411793357153
Aroostook County,2002,0.9088355697523914,1.9126734225469304,0.9349383377131295,2.0917120900157453
Ashland County,2002,0.9896157627604472,1.811783373209727,0.996805705245703,1.8554547119002627
Ashtabula County,2002,0.9145861278517353,1.8607683857363289,1.0062844966665287,1.9372015296597218
Aurora County,2002,0.938135501214457,1.901665954364967,0.9464316900589999,1.9333224114773842
Austin County,2002,0.9294967905971346,1.841853232697538,0.944278378977612,1.935312850449898
Bacon County,2002,0.940913290596624,1.8951475140018166,0.9415517795535868,1.8985879971121566
Baldwin County,2002,0.9441789197658754,1.8346075024566821,0.9569659897904879,1.8398437226156488
Ballard County,2002,0.9773367951345465,1.811578394550213,0.9893861241147858,1.8219332376329405
Banks County,2002,0.9560542977387178,1.8474473915019922,0.9612517073072223,1.9596080045782436
Banner County,2002,0.926135884717245,1.8717870028438939,0.9453986816378076,1.8803956095300216
Baxter County,2002,0.9480249423678249,1.8431284585179697,0.9659532984201915,1.8910885778300701
Bay County,2002,0.9300983163948502,1.8920207703382745,0.9600006135746018,1.9281518589339082
Bayfield County,2002,0.9176785170865918,1.8512444863385824,1.011597392927031,1.8583438321306496
Ben Hill County,2002,0.9150207574382815,1.9573757944841041,0.9313285494786879,1.9816042652710018
Berkshire County,2002,0.9621868494853442,1.8444735855648708,0.9927498203959064,1.8702454802480486
Bertie County,2002,0.9377668971615674,1.7956127917791804,0.9678071397090203,1.8067256721457778
Bibb County,2002,0.9384860272724603,1.817355093030531,1.0010854174155792,1.8505753501299835
Billings County,2002,0.9618652531597487,1.8116705630436447,0.9647252614430966,1.8432640085821235
Bladen County,2002,0.9541317630173265,1.846989807062323,0.9817363942431896,1.8503045611193438
Bleckley County,2002,0.9074180710161859,1.86036343502514,0.9489891467555964,1.8632624680422254
Boise County,2002,0.9498457673432913,1.7794546470953734,1.0340096865774588,1.8833042724616027
Bolivar County,2002,0.95473483718858,1.8406603544259708,1.0115868309170797,1.8420415520024005
Botetourt County,2002,0.9317740052297894,1.8402958714267024,0.9372509686510938,1.9254236192740115
Box Elder County,2002,0.9255139682917205,1.8649551070126915,0.9784914791568321,1.9182220778436754
Bradley County,2002,0.9422699664795928,1.8601888767536594,0.974073675794006,1.8735254017120362
Bristol County,2002,0.9684144201661659,1.800729576549544,0.9766824669450703,1.812161527765124
Broadwater County,2002,0.9553327889884218,1.7890217984717496,0.9598693084520605,1.8381346321275662
Bryan County,2002,0.9508235086701915,1.8076394838034968,0.9773389586068608,1.893153999647679
Bucks County,2002,0.955783713398225,1.8231868473234705,0.9589096737357242,1.8771380614042152
Bullitt County,2002,0.9086838580781474,1.859735132724535,0.9555213238232099,2.0038887974571344
Bureau County,2002,0.968809433992427,1.8116977326201165,0.9762305010342219,2.0558725347229805
Burke County,2002,0.9483968567546169,1.8752229728435288,0.9781890520834514,1.8814076556798816
Burt County,2002,0.8863688053044377,1.806043438708047,0.8888658499039279,1.9228834895898608
Calcasieu Parish,2002,0.9589953574321299,1.883247398889736,0.9758184841535253,1.943036271848213
Calumet County,2002,0.947159199076342,1.7592039682027916,0.9670887384565239,1.8757380176406213
Camas County,2002,0.9814918676046614,1.763134092764142,0.9870654164666672,1.7840917718540146
Cameron County,2002,0.9307227714928856,1.8331046374866522,1.0018088292429759,1.8635344905717863
Cameron Parish,2002,0.9322559936016569,1.9873561984895205,0.9612203737777519,2.022577898876794
Campbell County,2002,0.9437780517832641,1.851015959152607,0.9451274211001413,1.8551587391234037
Carroll County,2002,0.9472595640433956,1.8354303776203842,0.9545483040506749,1.8421800605650125
Carteret County,2002,0.9750045569346188,1.7758869595856563,1.0134843022020523,1.788226545996633
Charlevoix County,2002,0.9545719321423307,1.8012203142174803,0.9789367871784728,1.892958334571484
Chautauqua County,2002,0.9792432322724,1.8019421928118697,0.986173151916908,1.94169590734198
Chickasaw County,2002,0.9586246140382478,1.815204038166489,0.9677432031906413,1.8764654972774915
Cimarron County,2002,0.9627254737907234,1.7246909206297223,1.021313235333276,1.7453213586075527
Clarke County,2002,0.9534169392165228,1.8160839840066214,0.9608332039523663,1.8402959662139238
Clatsop County,2002,0.9311906151421946,1.8682295625112717,0.9520976794278712,2.075261374290606
Comal County,2002,0.9183854515609143,1.8874354397707653,0.9690117368726241,1.9279161006899235
Concho County,2002,0.9135337207296832,1.8750797275988598,0.9987916457261942,1.913659129517883
Contra Costa County,2002,0.969740279143943,1.8035271126035652,1.0323434238177813,1.8114882403791022
Cook County,2002,0.9578062276234004,1.8595582798967132,0.9646263902181046,1.9404002101663502
Cowlitz County,2002,0.9691620245324962,1.8528075528513088,1.0115096176352076,1.9113211625423097
Craig County,2002,0.9243694411468819,1.8870311902553587,0.9348184587605772,1.9184021611692605
